T,T1,regime,group,thscode,name,industry,concept,con_pct,con_lu_cnt,score,factors,reason,catalyst,tech,watch,watch_range,risk,priority
2026-05-25,2026-05-26,defensive,lu,600520.SH,三佳科技,专用设备,先进封装,4.6284837331384,15.0,87.0,"{'theme': 0.8, 'concept': 1.0, 'ladder': 0.55, 'seal': 1.0, 'time': 0.85, 'liq': 1.0, 'struct': 1.0}",涨停组: 先进封装方向/先进封装 1板 封单比17.2% 涨停时间10:21 题材内涨停5家 概念内涨停15家 驱动概念[先进封装] 成交4.5亿,先进封装+半导体设备+合肥国资,1连板 换手承接量比0.89,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收33.47,高位情绪兑现/次日低开大幅回撤/炸板断板/概念退潮,1
2026-05-25,2026-05-26,defensive,lu,600395.SH,盘江股份,煤炭开采加工,煤炭概念,1.9363341181061422,6.0,83.0,"{'theme': 0.2, 'concept': 1.0, 'ladder': 0.55, 'seal': 1.0, 'time': 1.0, 'liq': 0.6, 'struct': 1.0}",涨停组: 煤炭方向/煤炭概念 1板 封单比20.1% 涨停时间09:38 题材内涨停2家 概念内涨停6家 驱动概念[煤炭概念] 成交2.1亿,煤炭+煤电一体化+贵州国资,1连板 换手承接量比1.34,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收5.67,高位情绪兑现/次日低开大幅回撤/炸板断板/概念退潮,1
2026-05-25,2026-05-26,defensive,nlu,002222.SZ,福晶科技,光学光电子,共封装光学(CPO),2.7045653279354154,13.0,93.92578125,"{'sector': 0.90703125, 'trend': 1.0, 'pos': 0.85, 'mom': 1.0, 'liq': 1.0, 'recog': 1.0}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[光学光电子](当日涨幅分位86%, 板块涨停5家) 驱动概念[共封装光学(CPO)] 距60日高点10.2% 20日涨幅13.8%",板块[光学光电子]轮动延续/资金承接/概念热度,收盘111.74 MA20上方 量比1.18,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收111.74,板块退潮补跌/概念退潮/资金承接不足/持续阴跌,1
2026-05-26,2026-05-27,defensive,lu,600520.SH,三佳科技,专用设备,先进封装,-0.4384338680544553,7.0,84.0,"{'theme': 0.2, 'concept': 1.0, 'ladder': 0.9, 'seal': 1.0, 'time': 1.0, 'liq': 0.6, 'struct': 0.6}",涨停组: 先进封装方向/先进封装 2板 封单比47.0% 涨停时间09:25 题材内涨停2家 概念内涨停7家 驱动概念[先进封装] 成交3.0亿,先进封装+半导体设备+合肥国资+一季报扭亏,2连板 换手承接量比0.56,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收36.82,高位情绪兑现/次日低开大幅回撤/炸板断板/概念退潮,1
2026-05-26,2026-05-27,defensive,lu,002185.SZ,华天科技,半导体,先进封装,-0.4384338680544553,7.0,81.0,"{'theme': 0.2, 'concept': 1.0, 'ladder': 0.9, 'seal': 0.4, 'time': 1.0, 'liq': 0.6, 'struct': 1.0}",涨停组: 先进封装方向/先进封装 2板 封单比7.4% 涨停时间09:25 题材内涨停2家 概念内涨停7家 驱动概念[先进封装] 成交112.4亿,先进封装+30亿扩产+存储封测,2连板 换手承接量比1.37,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收18.67,高位情绪兑现/次日低开大幅回撤/炸板断板/概念退潮,1
2026-05-26,2026-05-27,defensive,nlu,000767.SZ,晋控电力,电力,碳交易,-0.6739613843636971,4.0,88.97265625,"{'sector': 0.7089062500000001, 'trend': 1.0, 'pos': 0.85, 'mom': 1.0, 'liq': 1.0, 'recog': 1.0}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[电力](当日涨幅分位71%, 板块涨停3家) 驱动概念[碳交易] 距60日高点11.4% 20日涨幅20.0%",板块[电力]轮动延续/资金承接/概念热度,收盘4.98 MA20上方 量比1.10,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收4.98,板块退潮补跌/概念退潮/资金承接不足/持续阴跌,1
2026-05-27,2026-05-28,defensive,lu,600758.SH,辽宁能源,煤炭开采加工,煤炭概念,-0.4473913357576631,6.0,80.5,"{'theme': 0.4, 'concept': 1.0, 'ladder': 0.55, 'seal': 0.7, 'time': 0.85, 'liq': 1.0, 'struct': 1.0}",涨停组: 电力方向/煤炭概念 1板 封单比8.7% 涨停时间10:23 题材内涨停3家 概念内涨停6家 驱动概念[煤炭概念] 成交6.4亿,电力+煤炭+国企,1连板 换手承接量比0.88,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收4.64,高位情绪兑现/次日低开大幅回撤/炸板断板/概念退潮,1
2026-05-27,2026-05-28,defensive,lu,000892.SZ,欢瑞世纪,影视院线,短剧游戏,-0.7395994287373253,3.0,77.0,"{'theme': 0.2, 'concept': 0.8, 'ladder': 0.55, 'seal': 1.0, 'time': 0.85, 'liq': 0.6, 'struct': 1.0}",涨停组: 短剧游戏方向/短剧游戏 1板 封单比29.6% 涨停时间09:49 题材内涨停2家 概念内涨停3家 驱动概念[短剧游戏] 成交2.7亿,短剧游戏+互动影游+AIGC,1连板 换手承接量比1.74,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收4.5,高位情绪兑现/次日低开大幅回撤/炸板断板/概念退潮,1
2026-05-27,2026-05-28,defensive,nlu,002922.SZ,伊戈尔,其他电子,高压快充,-0.9212062655725606,3.0,85.2421875,"{'sector': 0.8096875, 'trend': 1.0, 'pos': 0.6, 'mom': 1.0, 'liq': 1.0, 'recog': 1.0}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[其他电子](当日涨幅分位88%, 板块涨停1家) 驱动概念[高压快充] 距60日高点7.7% 20日涨幅8.9%",板块[其他电子]轮动延续/资金承接/概念热度,收盘45.36 MA20上方 量比1.20,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收45.36,板块退潮补跌/概念退潮/资金承接不足/持续阴跌,1
2026-05-28,2026-05-29,normal,lu,000539.SZ,粤电力A,电力,超超临界发电,1.8119172767661729,5.0,95.0,"{'theme': 0.4, 'concept': 1.0, 'ladder': 0.9, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 电力方向/超超临界发电 2板 封单比15.6% 涨停时间09:30 题材内涨停3家 概念内涨停5家 驱动概念[超超临界发电] 成交12.0亿,电力+业绩减亏+广东国资,2连板 换手承接量比1.31,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收8.07,高位情绪兑现/次日低开大幅回撤/炸板断板/概念退潮,1
